"ID","PredictedProb"
0,0.441389292478561
1,0.690264463424683
2,0.672218501567841
7,0.605595231056213
10,0.655137956142426
11,0.546666920185089
13,0.74517959356308
14,0.49918806552887
15,0.733249723911285
16,0.713960766792297
17,0.665604412555695
18,0.69825941324234
19,0.705728709697723
20,0.732631385326385
25,0.727315604686737
26,0.680629730224609
29,0.659083485603333
38,0.768231570720673
41,0.754989445209503
44,0.565662205219269
45,0.453637093305588
47,0.642900347709656
48,0.655242621898651
49,0.677252888679504
50,0.744315624237061
53,0.511095583438873
56,0.522620797157288
59,0.705655038356781
60,0.608100771903992
64,0.68743222951889
65,0.792888998985291
66,0.689515054225922
68,0.713589787483215
69,0.597151339054108
70,0.748805522918701
71,0.696593165397644
72,0.602482199668884
76,0.676527440547943
80,0.669575095176697
82,0.616910517215729
83,0.766386032104492
85,0.741476058959961
86,0.74829226732254
87,0.635110259056091
89,0.710932075977325
97,0.713287472724915
99,0.609818875789642
101,0.662148654460907
102,0.455899149179459
103,0.567918837070465
104,0.576005756855011
106,0.774368941783905
107,0.562935829162598
109,0.743627309799194
111,0.48548749089241
113,0.687925577163696
114,0.556390047073364
118,0.712231755256653
119,0.620731949806213
120,0.720088720321655
123,0.622629582881927
128,0.427000999450684
129,0.685606002807617
131,0.745559453964233
133,0.604549288749695
134,0.647332370281219
136,0.76030308008194
137,0.64095014333725
139,0.643660485744476
140,0.717544496059418
142,0.606527388095856
144,0.654695332050323
146,0.74096405506134
147,0.630430281162262
148,0.726320147514343
150,0.395084410905838
151,0.410580962896347
152,0.776760876178741
155,0.783145904541016
158,0.731170058250427
159,0.595873594284058
160,0.780242919921875
161,0.622162640094757
165,0.757258653640747
166,0.491284489631653
170,0.767960548400879
171,0.633355617523193
174,0.641715347766876
175,0.645204186439514
179,0.665807068347931
180,0.74005389213562
181,0.707510828971863
184,0.59274160861969
185,0.5914466381073
187,0.714140772819519
188,0.708431422710419
190,0.674344718456268
191,0.643684983253479
192,0.597182869911194
193,0.703388273715973
196,0.719721972942352
197,0.582001864910126
198,0.583633124828339
205,0.343202888965607
211,0.682208836078644
213,0.627883970737457
214,0.71042013168335
217,0.577228903770447
218,0.710899114608765
221,0.636309802532196
222,0.561819493770599
225,0.675285637378693
229,0.683380424976349
236,0.592511773109436
237,0.752553939819336
238,0.694889724254608
239,0.7827068567276
242,0.605777144432068
245,0.741095662117004
246,0.695713102817535
247,0.732579171657562
248,0.794723570346832
254,0.704775273799896
255,0.561586797237396
257,0.773602426052094
259,0.641606628894806
264,0.760182321071625
270,0.628323674201965
272,0.691683053970337
274,0.496193528175354
275,0.517721474170685
278,0.677255809307098
280,0.397759974002838
281,0.402307868003845
282,0.474126785993576
283,0.73493105173111
284,0.772863805294037
286,0.742722511291504
287,0.748984217643738
288,0.748259127140045
289,0.724910080432892
290,0.576216161251068
291,0.683758199214935
294,0.531100928783417
295,0.448519170284271
297,0.56220930814743
299,0.646416783332825
305,0.677125811576843
307,0.52911251783371
308,0.686061024665833
313,0.560926795005798
314,0.657005608081818
315,0.718679189682007
316,0.750873327255249
317,0.675486147403717
319,0.562148571014404
322,0.654040813446045
323,0.718257129192352
324,0.707966923713684
326,0.760240793228149
327,0.606915891170502
329,0.797616243362427
330,0.344597786664963
331,0.474534749984741
336,0.454535186290741
337,0.510701656341553
338,0.708215653896332
340,0.778521656990051
345,0.507259607315063
347,0.741864204406738
348,0.677842080593109
350,0.793455839157104
352,0.66176038980484
356,0.756550550460815
357,0.781371831893921
358,0.769890546798706
359,0.684443950653076
361,0.673853158950806
363,0.475794792175293
364,0.684294044971466
368,0.726466417312622
376,0.784699559211731
378,0.681564509868622
382,0.693049192428589
384,0.545361518859863
385,0.788136005401611
388,0.403909385204315
389,0.770700395107269
391,0.594656050205231
392,0.608792841434479
395,0.697186291217804
396,0.725570976734161
397,0.695785939693451
399,0.648256540298462
404,0.786846458911896
407,0.504793345928192
409,0.715432345867157
410,0.672629177570343
413,0.681711614131927
414,0.548370957374573
416,0.671840190887451
418,0.681673288345337
419,0.708775758743286
420,0.734444439411163
422,0.771320939064026
423,0.667280077934265
427,0.623021423816681
429,0.797235071659088
430,0.582370460033417
431,0.670005917549133
432,0.661369740962982
433,0.731447339057922
434,0.345775425434113
436,0.625442504882812
437,0.728263020515442
451,0.613692045211792
452,0.663203120231628
454,0.63867574930191
457,0.721186459064484
458,0.707457840442657
460,0.548338890075684
461,0.760049939155579
462,0.652334928512573
463,0.718006730079651
465,0.77046674489975
467,0.723099589347839
473,0.70747172832489
474,0.749815940856934
480,0.386750996112823
481,0.651187419891357
483,0.737226188182831
484,0.558552622795105
485,0.565753996372223
487,0.72239750623703
490,0.767723441123962
491,0.702152729034424
492,0.573924362659454
496,0.676116943359375
497,0.625268161296844
498,0.606636226177216
499,0.725032567977905
501,0.658274590969086
502,0.718831658363342
503,0.686376690864563
506,0.740878701210022
507,0.638251543045044
508,0.543402850627899
509,0.664768397808075
510,0.680493712425232
511,0.720754265785217
513,0.682855784893036
515,0.757979989051819
521,0.521184504032135
522,0.701428353786469
523,0.712324559688568
525,0.726591408252716
529,0.723240494728088
530,0.596742033958435
531,0.615298688411713
533,0.656881809234619
534,0.556687355041504
535,0.770980298519135
537,0.5791836977005
541,0.589548826217651
542,0.655735731124878
543,0.642132699489594
544,0.70335179567337
545,0.589508175849915
549,0.746459543704987
550,0.72651469707489
551,0.718070685863495
553,0.588999271392822
556,0.712412476539612
