"ID","PredictedProb"
0,0.233824774622917
1,0.921406090259552
2,0.776530742645264
7,0.592213928699493
10,0.727140188217163
11,0.629590213298798
13,0.951778948307037
14,0.531099915504456
15,0.945636689662933
16,0.835135340690613
17,0.736386060714722
18,0.816200792789459
19,0.968368709087372
20,0.843242347240448
25,0.93960028886795
26,0.83204311132431
29,0.859658122062683
38,0.96307897567749
41,0.961161613464355
44,0.648797512054443
45,0.33249294757843
47,0.761499345302582
48,0.706862449645996
49,0.863869726657867
50,0.826708853244781
53,0.521912813186646
56,0.583722829818726
59,0.890334486961365
60,0.751630842685699
64,0.796960651874542
65,0.97507655620575
66,0.77587753534317
68,0.877367794513702
69,0.657474994659424
70,0.957910478115082
71,0.82176262140274
72,0.659055411815643
76,0.891085088253021
80,0.803305804729462
82,0.740180730819702
83,0.967907428741455
85,0.906416654586792
86,0.848886847496033
87,0.699934184551239
89,0.83136922121048
97,0.889457881450653
99,0.569143831729889
101,0.794372618198395
102,0.155895069241524
103,0.530951738357544
104,0.517593502998352
106,0.978426873683929
107,0.666746139526367
109,0.927135825157166
111,0.349356412887573
113,0.81501579284668
114,0.490014910697937
118,0.875653624534607
119,0.674128711223602
120,0.92808336019516
123,0.706784009933472
128,0.35175821185112
129,0.940657138824463
131,0.958422958850861
133,0.655502140522003
134,0.797899425029755
136,0.940062761306763
137,0.727892160415649
139,0.744972050189972
140,0.924195289611816
142,0.727798998355865
144,0.823350131511688
146,0.889370977878571
147,0.738000810146332
148,0.909501314163208
150,0.205802470445633
151,0.231462731957436
152,0.974418461322784
155,0.978339016437531
158,0.882996737957001
159,0.637960970401764
160,0.980465114116669
161,0.644692063331604
165,0.926784753799438
166,0.440507411956787
170,0.95644748210907
171,0.776194274425507
174,0.656531035900116
175,0.754426419734955
179,0.751754760742188
180,0.906920313835144
181,0.888884544372559
184,0.631117522716522
185,0.68082195520401
187,0.839127004146576
188,0.883948743343353
190,0.778500437736511
191,0.857223451137543
192,0.631313562393188
193,0.877627909183502
196,0.902937293052673
197,0.554119408130646
198,0.705234527587891
205,0.075188435614109
211,0.869165599346161
213,0.782659113407135
214,0.843308329582214
217,0.561215817928314
218,0.871062576770782
221,0.743995070457458
222,0.567262947559357
225,0.800282835960388
229,0.769632399082184
236,0.612941563129425
237,0.927849113941193
238,0.801090776920319
239,0.967927038669586
242,0.68035888671875
245,0.925027310848236
246,0.807143449783325
247,0.900290131568909
248,0.99068158864975
254,0.909125208854675
255,0.551726460456848
257,0.954998850822449
259,0.759814620018005
264,0.923942446708679
270,0.729972422122955
272,0.863627314567566
274,0.351243108510971
275,0.386050969362259
278,0.799800455570221
280,0.307279884815216
281,0.206269979476929
282,0.41095906496048
283,0.791814506053925
284,0.970362305641174
286,0.889379560947418
287,0.918439209461212
288,0.924294948577881
289,0.852183878421783
290,0.528303325176239
291,0.797504901885986
294,0.543620109558105
295,0.298989236354828
297,0.568539023399353
299,0.736972212791443
305,0.883813679218292
307,0.539344966411591
308,0.804084658622742
